Entry	Araport
P42825	AT5G22060;
P43082	AT3G04720;
P43254	AT2G32950;
P43255	AT4G14110;
P43256	AT2G17370;
P43273	AT5G06950;
P43286	AT3G53420;
P43287	AT2G37170;
P43288	AT5G26751;
P43289	AT3G05840;
P43291	AT1G10940;
P43292	AT5G08590;
P43296	AT4G39090;
P43297	AT1G47128;
P43298	AT1G66150;
P43299	AT4G02060;
P45432	AT3G61140;
P45951	AT2G41460;
P46011	AT5G22300;
P46014	AT5G19280;
P46032	AT2G02040;
P46248	AT4G31990;
P46283	AT3G55800;
P46309	AT4G23100;
P46310	AT3G11170;
P46312	AT4G30950;
P46313	AT3G12120;
P46421	AT2G29450;
P46422	AT4G02520;
P46573	AT2G28930;
P46600	AT4G17460;
P46601	AT5G47370;
P46607	AT1G79840;
P46637	AT4G08900;
P46639	AT4G08150;
P46640	AT1G70510;
P46643	AT2G30970;
P46644	AT5G11520;
P46645	AT5G19550;
P46667	AT5G65310;
P46668	AT2G22430;
P46690	AT5G15230;
P46897	AT2G46680;
P47735	AT4G28490;
P47924	AT5G64300;
P47927	AT4G36920;
P47998	AT4G14880;
P47999	AT2G43750;
P48000	AT5G25220;
P48007	AT5G20240;
P48349	AT5G10450;
P48421	AT4G13770;
P48482	AT5G59160;
P48483	AT1G64040;
P48484	AT2G39840;
P48486	AT4G11240;
P48491	AT3G55440;
P48512	AT2G41630;
P48523	AT3G19450;
P48529	AT4G26720;
P48578	AT3G58500;
P48622	AT5G05580;
P48731	AT4G32980;
P48785	AT4G29940;
P49040	AT5G20830;
P49078	AT3G47340;
P49177	AT4G34460;
P49227	AT5G39740;
P49294	AT1G09940;
P49333	AT1G66340;
P49597	AT4G26080;
P49598	AT3G11410;
P49599	AT4G27800;
P49677	AT4G14560;
P49678	AT3G23030;
P49688	AT2G41840;
P50318	AT1G56190;
P50651	AT3G23580;
P51818	AT5G56010;
P52839	AT2G03760;
P53492	AT5G09810;
P53665	AT2G44620;
P53780	AT3G57050;
P53799	AT4G34640;
P54144	AT4G13510;
P54150	AT4G25130;
P54609	AT3G09840;
P54873	AT4G11820;
P54887	AT2G39800;
P54888	AT3G55610;
P54968	AT3G02875;
P54970	AT5G56660;
P55034	AT4G38630;
P55217	AT3G01120;
P55228	AT5G48300;
P55229	AT5G19220;
P55230	AT1G27680;
P55737	AT5G56030;
P55826	AT4G01690;
P55852	AT4G26840;
P56757	ATCG00120;
P56761	ATCG00270;
P56765	ATCG00500;
P56766	ATCG00350;
P56778	ATCG00280;
P56780	ATCG00710;
P57741	AT5G49510;
P57742	AT5G23290;
P57751	AT5G17310;
P57752	AT1G31812;
P58766	AT5G25370;
P59169	AT4G40030;AT4G40040;AT5G10980;
P59220	AT3G43810;
P59226	AT1G09200;AT3G27360;AT5G10390;AT5G10400;AT5G65360;
P59232	AT2G47110;
P59259	AT1G07660;AT1G07820;AT2G28740;AT3G45930;AT3G46320;AT3G53730;AT5G59690;AT5G59970;
P59271	AT1G23410;
P60838	AT1G12280;
P61837	AT3G61430;
P62598	AT2G25180;
P68209	AT5G08300;
P69834	AT2G02500;
P82281	AT4G09010;
P82538	AT3G55330;
P82805	AT5G40930;
P82873	AT1G27390;
P82874	AT3G27080;
P83484	AT5G08690;
P83755	ATCG00020;
P84634	AT5G20320;
P92934	AT5G49630;
P92937	AT5G01810;
P92939	AT1G07810;
P92941	AT5G40890;
P92943	AT5G26240;
P92947	AT1G63940;
P92948	AT1G09770;
P92949	AT1G01580;
P92958	AT3G29160;
P92959	AT5G54600;
P92960	AT4G32650;
P92964	AT3G61860;
P92965	AT4G25500;
P92966	AT5G52040;
P92973	AT2G46830;
P92974	AT5G06460;
P92978	AT3G51300;
P92979	AT4G04610;
P92980	AT4G21990;
P92981	AT1G62180;
P92983	AT3G30775;
P92990	AT1G70370;
P92994	AT2G30490;
P93002	AT1G64280;
P93003	AT5G03840;
P93004	AT4G35100;
P93006	AT2G33700;
P93014	AT2G33800;
P93015	AT2G33810;
P93022	AT5G20730;
P93024	AT1G19850;
P93025	AT5G58140;
P93026	AT3G52850;
P93028	AT2G30110;
P93030	AT4G28270;
P93031	AT3G51160;
P93033	AT2G47510;
P93042	AT3G13870;
P93046	AT3G44990;
P93047	AT1G20696;
P93654	AT5G46860;
P93655	AT5G26860;
P93733	AT2G42010;
P93735	AT3G22840;
P93736	AT1G14610;
P93740	AT2G42070;
P93748	AT2G41980;
P93751	AT2G41940;
P93758	AT2G41870;
P93759	AT2G41860;
P93819	AT1G04410;
P93825	AT1G04310;
P93830	AT1G04250;
P93831	AT2G23380;
P93832	AT1G80560;
P93834	AT2G19860;
P93836	AT1G06570;
P94063	AT1G48605;
P94077	AT4G20380;
P94102	AT5G20850;
P98205	AT5G44240;
Q00917	AT5G49190;
Q00958	AT5G61850;
Q01593	AT3G24650;
Q01667	AT3G54890;
Q01908	AT4G04640;
Q02283	AT3G01470;
Q02971	AT4G37980;
Q02972	AT4G37990;
Q03250	AT2G21660;
Q03251	AT4G39260;
Q04836	AT4G24770;
Q05085	AT1G12110;
Q05153	AT3G28730;
Q05431	AT1G07890;
Q05466	AT4G16780;
Q05609	AT5G03730;
Q05753	AT5G66055;
Q05758	AT3G58610;
Q05762	AT2G16370;
Q05763	AT4G34570;
Q058G9	AT5G66815;
Q058N4	AT5G22830;
Q05999	AT3G27580;
Q06327	AT1G55020;
Q06402	AT1G01480;
Q06548	AT1G07570;
Q06738	AT5G52310;
Q06850	AT5G04870;
Q06BH3	AT2G20850;
Q07098	AT1G10430;
Q07100	AT2G42500;
Q07356	AT4G14210;
Q07473	AT5G01530;
Q07488	AT5G20230;
Q07970	AT4G21270;
Q08298	AT5G25610;
Q08466	AT3G50000;
Q08467	AT5G67380;
Q08682	AT1G72370;
Q08733	AT1G01620;
Q08891	AT3G11980;
Q09152	AT5G47770;
Q0H8D7	AT3G02680;
Q0IGM7	AT4G39070;
Q0PCS3	AT3G19210;
Q0PGJ6	AT2G37770;
Q0PW40	AT4G23210;
Q0V7X4	AT2G28160;
Q0WL56	AT1G07920;
Q0WL80	AT1G71220;
Q0WL81	AT1G07910;
Q0WLB5	AT3G08530;
Q0WML0	AT5G39040;
Q0WNJ6	AT3G11130;
Q0WNP3	AT4G18520;
Q0WNP7	AT2G45890;
Q0WNX9	AT3G19150;
Q0WNY5	AT4G31110;
Q0WNZ5	AT5G20980;
Q0WP12	AT2G43910;
Q0WP36	AT1G80310;
Q0WP44	AT3G05040;
Q0WPA5	AT1G51630;
Q0WPF2	AT4G04885;
Q0WPH8	AT3G44200;
Q0WPK4	AT1G79090;
Q0WPN7	AT5G65810;
Q0WPQ2	AT3G23150;
Q0WPU1	AT4G33200;
Q0WPX9	AT5G09350;
Q0WPZ7	AT1G13120;
Q0WQ41	AT2G32010;
Q0WQ75	AT4G02030;
Q0WQE7	AT5G48520;
Q0WQF4	AT1G50500;
Q0WQG8	AT4G27630;
Q0WQW5	AT1G59720;
Q0WRJ2	AT3G06060;
Q0WRJ7	AT3G60370;
Q0WRY5	AT5G02800;
Q0WS06	AT2G38185;
Q0WSH6	AT4G14850;
Q0WSN2	AT2G39830;
Q0WSX8	AT5G44920;
Q0WT48	AT1G79940;
Q0WUA3	AT1G60600;
Q0WUG6	AT5G19660;
Q0WUR5	AT4G33240;
Q0WUY1	AT1G04280;
Q0WV12	AT4G00730;
Q0WV13	AT3G01040;
Q0WV25	AT1G04820;
Q0WV90	AT1G80490;
Q0WVE8	AT1G54440;
Q0WVF5	AT2G16440;
Q0WVH0	AT3G55510;
Q0WVM4	AT2G23950;
Q0WVM7	AT4G25520;
Q0WVR4	AT3G45880;
Q0WVX5	AT4G18240;
Q0WW17	AT3G06550;
Q0WW55	AT5G59440;
Q0WX00	AT1G03770;
Q11207	AT4G02390;
Q15KI9	AT1G68890;
Q17TI5	AT1G31880;
Q1EBV7	AT2G26900;
Q1EC69	AT4G22756;
Q1ECF1	AT4G01026;
Q1ENB6	AT1G69190;
Q1G3I2	AT4G15248;
Q1G3U6	AT1G18490;
Q1H537	AT5G18660;
Q1H595	AT1G03330;
Q1H5E9	AT5G48470;
Q1JPL4	AT4G28220;
Q1JPL7	AT1G11580;
Q1KPV0	AT1G03160;
Q1PDP9	AT5G40360;
Q1PDV6	AT5G18610;
Q1PDW3	AT5G16500;
Q1PDW5	AT5G15250;
Q1PE17	AT4G36070;
Q1PET6	AT3G02410;
Q1PFB9	AT1G79250;
Q1PFC2	AT1G77980;
Q1PFH8	AT1G61950;
Q1PFR7	AT1G28300;
Q1PFW3	AT1G14750;
Q24JJ8	AT3G14150;
Q24JK1	AT5G62470;
Q24JK4	AT1G80420;
Q24JL3	AT1G16460;
Q24JN5	AT2G17720;
Q27GK7	AT3G15880;
Q27IK6	AT3G19050;
Q27IK7	AT3G17360;
Q2HIK4	AT1G29990;
Q2LAE1	AT1G77300;
Q2MHE4	AT1G62400;
Q2PGG3	AT4G11640;
Q2PS26	AT1G60220;
Q2QAV0	AT1G50240;
Q2V2S7	AT4G37925;
Q2V3L3	AT4G06634;
Q2V419	AT2G38620;
Q2V452	AT2G26980;
Q2V4E2	AT1G67775;
Q33884	ATMG00960;
Q37001	AT5G65800;
Q37145	AT1G27770;
Q38796	AT4G02560;
Q38802	AT4G02780;
Q38814	AT5G54770;
Q38819	AT1G15570;
Q38822	AT1G04240;
Q38824	AT1G52830;
Q38825	AT3G23050;
Q38826	AT2G22670;
Q38827	AT5G65670;
Q38828	AT1G04100;
Q38829	AT4G28640;
Q38830	AT1G04550;
Q38831	AT2G33310;
Q38832	AT4G14550;
Q38834	AT3G50950;
Q38838	AT4G11880;
Q38845	AT1G25490;
Q38846	AT2G40940;
Q38847	AT5G13790;
Q38849	AT4G18290;
Q38854	AT4G15560;
Q38856	AT4G19690;
Q38857	AT5G57560;
Q38858	AT1G09210;
Q38860	AT4G34520;
Q38861	AT5G41370;
Q38862	AT2G22240;
Q38868	AT3G20410;
Q38869	AT4G09570;
Q38870	AT3G10660;
Q38871	AT4G35310;
Q38872	AT2G17290;
Q38873	AT5G12480;
Q38874	AT1G62360;
Q38876	AT5G60910;
Q38882	AT3G15730;
Q38890	AT5G49720;
Q38893	AT3G04870;
Q38895	AT3G23130;
Q38896	AT2G21060;
Q38897	AT5G41410;
Q38898	AT4G22200;
Q38900	AT2G16600;
Q38902	AT2G17800;
Q38906	AT5G05000;
Q38909	AT1G14720;
Q38911	AT4G14130;
Q38912	AT4G35020;
Q38913	AT1G76930;
Q38914	AT4G37750;
Q38919	AT1G20090;
Q38920	AT5G40280;
Q38929	AT5G16440;
Q38931	AT3G25230;
Q38932	AT5G57030;
Q38933	AT3G10230;
Q38937	AT1G75840;
Q38944	AT2G38050;
Q38951	AT1G13320;
Q38954	AT3G26570;
Q38967	AT5G09220;
Q38970	AT1G36160;
Q38997	AT3G01090;
Q38998	AT2G26650;
Q39008	AT4G08500;
Q39009	AT3G22880;
Q39010	AT2G30980;
Q39011	AT4G18710;
Q39012	AT1G06390;
Q39016	AT1G35670;
Q39021	AT1G10210;
Q39022	AT1G59580;
Q39023	AT3G45640;
Q39024	AT4G01370;
Q39026	AT2G43790;
Q39027	AT2G18170;
Q39030	AT3G08720;
Q39032	AT5G58670;
Q39033	AT3G08510;
Q39034	AT5G19890;
Q39041	AT1G12240;
Q39043	AT5G42020;
Q39044	AT1G62710;
Q39050	AT4G14340;
Q39054	AT5G20990;
Q39055	AT2G31955;
Q39057	AT5G15840;
Q39081	AT1G26310;
Q39085	AT3G19820;
Q39086	AT1G65790;
Q39088	AT3G50410;
Q39089	AT2G48120;
Q39090	AT1G30950;
Q39096	AT2G41430;
Q39099	AT2G06850;
Q39101	AT5G01600;
Q39102	AT1G50250;
Q39103	AT1G15550;
Q39110	AT4G25420;
Q39111	AT5G51810;
Q39112	AT5G07200;
Q39119	AT4G32940;
Q39123	AT4G32880;
Q39128	AT5G46240;
Q39129	AT5G66040;
Q39134	AT1G77380;
Q39140	AT3G12250;
Q39160	AT1G17580;
Q39161	AT2G15620;
Q39163	AT5G06960;
Q39172	AT5G16970;
Q39176	AT4G12480;
Q39183	AT5G47750;
Q39191	AT1G21250;
Q39192	AT3G50500;
Q39193	AT5G66880;
Q39203	AT4G00340;
Q39204	AT1G32640;
Q39208	AT3G02580;
Q39211	AT2G15430;
Q39214	AT3G07040;
Q39218	AT3G13110;
Q39219	AT3G22370;
Q39231	AT1G22710;
Q39232	AT1G71880;
Q39233	AT5G16830;
Q39234	AT1G22070;
Q39237	AT5G65210;
Q39238	AT5G20930;
Q39241	AT1G45145;
Q39243	AT4G35460;
Q39249	AT1G08550;
Q39250	AT3G46010;
Q39253	AT2G38170;
Q39254	AT3G13320;
Q39255	AT1G75950;
Q39258	AT4G11150;
Q39264	AT1G10480;
Q39265	AT1G67030;
Q3B724	AT2G13680;
Q3E6Q1	AT1G11290;
Q3E7D0	AT2G27810;
Q3E880	AT5G60810;
Q3E8W4	AT5G28680;
Q3E991	AT5G20690;
Q3E9C0	AT5G19360;
Q3E9D5	AT5G18930;
Q3EBC8	AT3G03300;
Q3EBF7	AT2G46210;
Q3EBM6	AT2G35612;
Q3EBR6	AT2G30550;
Q3ECH9	AT1G66145;
Q3ECJ5	AT1G63245;
Q3ECM0	AT1G59835;
Q3ECR7	AT1G52827;
Q3ECS3	AT1G51470;
Q3ED78	AT1G21570;
Q3EDG5	AT1G08030;
Q3KTM0	AT5G49740;
Q3MV14	AT4G29860;
Q3S4A7	AT5G10720;
Q41188	AT4G38680;
Q41931	AT1G62380;
Q41951	AT3G16240;
Q41963	AT3G26520;
Q41969	AT5G20920;
Q42029	AT1G06680;
Q42093	AT2G34660;
Q42112	AT3G09200;
Q42134	AT3G14290;
Q42202	AT3G52590;
Q42290	AT3G02090;
Q42342	AT5G53560;
Q42344	AT2G17560;
Q42371	AT2G26330;
Q42374	AT1G08560;
Q42379	AT2G16720;
Q42381	AT4G37580;
Q42384	AT4G15900;
Q42396	AT5G23580;
Q42400	AT1G58360;
Q42403	AT5G42980;
Q42404	AT3G50670;
Q42406	AT4G34870;
Q42410	AT5G59820;
Q42418	AT4G29350;
Q42438	AT5G19450;
Q42449	AT2G19760;
Q42472	AT1G65960;
Q42479	AT4G23650;
Q42484	AT4G26090;
Q42510	AT1G13980;
Q42512	AT2G42540;
Q42521	AT5G17330;
Q42522	AT3G48730;
Q42523	AT1G03090;
Q42524	AT1G51680;
Q42525	AT4G29130;
Q42529	AT3G54640;
Q42536	AT5G54190;
Q42539	AT3G48330;
Q42545	AT5G55280;
Q42546	AT5G63980;
Q42547	AT1G20620;
Q42551	AT3G57870;
Q42556	AT1G80660;
Q42560	AT4G35830;
Q42564	AT4G35000;
Q42565	AT1G25220;
Q42569	AT5G05690;
Q42572	AT1G08130;
Q42578	AT5G06720;
Q42580	AT2G37130;
Q42588	AT1G55920;
Q42592	AT4G08390;
Q42593	AT1G77490;
Q42601	AT1G29900;
Q42605	AT1G12780;
Q42606	AT5G40850;
Q43125	AT4G08920;
Q43127	AT5G35630;
Q43128	AT1G17260;
Q43295	AT2G14750;
Q43309	AT2G22810;
Q43315	AT4G17190;
Q43316	AT5G08280;
Q43348	AT1G62660;
Q43349	AT3G53460;
Q43386	AT1G14900;
Q43387	AT5G64120;
Q43725	AT3G59760;
Q43727	AT5G35790;
Q43729	AT5G17820;
Q43731	AT4G37520;
Q43735	AT3G01190;
Q43866	AT3G13790;
Q43867	AT1G53840;
Q43872	AT5G42180;
Q4F883	AT5G14930;
Q4JL84	AT5G59780;
Q4KSH9	AT5G44630;
Q4PSE2	AT5G27910;
Q4TU14	AT4G14220;
Q4V398	AT5G15740;
Q4V3C8	AT3G10540;
Q4V3D2	AT5G36260;
Q4V3E2	AT1G02740;
Q4VCM1	AT1G04010;
Q4VP08	AT5G43510;
Q500U8	AT4G35420;
Q500V5	AT1G09320;
Q500V9	AT5G22110;
Q500Y9	AT1G78590;
Q501B2	AT2G35530;
Q501D5	AT2G40550;
Q501D8	AT2G22330;
Q501F9	AT5G02760;
Q52K88	AT3G26690;
Q52T38	AT5G20350;
Q564K3	AT2G32590;
Q56WD9	AT2G33150;
Q56WH1	AT5G19770;
Q56WH4	AT5G22650;
Q56WK6	AT1G72150;
Q56WN1	AT5G37600;
Q56X46	AT5G10490;
Q56X52	AT4G22260;
Q56XG6	AT5G11170;
Q56XM9	AT3G06560;
Q56XP4	AT3G05030;
Q56XY2	AT5G22370;
Q56Y42	AT5G53580;
Q56Y52	AT2G05210;
Q56Y74	AT1G19100;
Q56YA5	AT2G13360;
Q56YJ8	AT3G24140;
Q56YN8	AT2G27170;
Q56YP2	AT1G21980;
Q56ZN6	AT1G78920;
Q570B4	AT2G26250;
Q570C0	AT3G62980;
Q570K8	AT5G44568;
Q570R7	AT5G61270;
Q588V7	AT4G32700;
Q58G47	AT1G48500;
Q5BPF3	AT5G60880;
Q5BPS0	AT2G35990;
Q5BPS3	AT2G31470;
Q5CCK4	AT4G32010;
Q5D869	AT2G40030;
Q5D892	AT3G27730;
Q5E924	AT1G16300;
Q5EAF2	AT1G47510;
Q5EAH9	AT3G55760;
Q5FV35	AT4G36280;
Q5HZ00	AT2G34630;
Q5HZ36	AT5G56860;
Q5HZ38	AT5G60550;
Q5IBC5	AT4G22970;
Q5ICL9	AT4G19660;
Q5KS41	AT5G53390;
Q5M729	AT1G54220;
Q5M731	AT1G22940;
Q5M755	AT5G09820;
Q5MFV8	AT2G47040;
Q5PNU3	AT4G16144;
Q5PP23	AT4G28370;
Q5PP37	AT3G21820;
Q5Q0E6	AT1G60460;
Q5S2C4	AT2G35110;
Q5W7F2	AT5G13300;
Q5W9E7	AT4G30870;
Q5XEP9	AT1G04220;
Q5XET5	AT2G39740;
Q5XEZ5	AT4G22120;
Q5XF07	AT3G48425;
Q5XF20	AT4G15480;
Q5XF33	AT5G45930;
Q5XF51	AT1G24140;
Q5XF78	AT5G56300;
Q5XPJ9	AT2G38440;
Q5XQC7	AT1G08860;
Q5XV40	AT5G14090;
Q5XVC4	AT3G01015;
Q5XVF0	AT2G02955;
Q5XVG3	AT1G72490;
Q5XVI1	AT1G54385;
Q5YDB5	AT5G01270;
Q5YDB6	AT4G21670;
Q5YGP7	AT1G51190;
Q5YGP8	AT3G20840;
Q64FQ2	AT2G26700;
Q64J17	AT5G50240;
Q66GI4	AT2G32230;
Q66GN2	AT5G01560;
Q66GP0	AT5G67385;
Q66GP9	AT3G47450;
Q66GQ5	AT2G34410;
Q66GQ6	AT5G65090;
Q66GR3	AT2G42280;
Q66GR6	AT2G02740;
Q66WT5	AT4G11910;
Q67XG0	AT4G32690;
Q67XJ2	AT3G53340;
Q67XT3	AT3G08880;
Q67XX3	AT5G06550;
Q67Y93	AT2G23430;
Q67Y99	AT2G03390;
Q67YC0	AT1G73010;
Q67YG7	AT1G26210;
Q67YI9	AT2G43160;
Q67YU0	AT1G75450;
Q67Z07	AT1G05250;
Q67Z52	AT3G10220;
Q67ZB6	AT5G63080;
Q67ZE1	AT2G26260;
Q67ZM7	AT5G58560;
Q680B9	AT2G16650;
Q680I0	AT1G66050;
Q680I5	AT4G39650;
Q680Q4	AT5G60410;
Q681I0	AT4G08590;
Q681K7	AT5G55490;
Q682S0	AT2G30520;
Q682U6	AT5G26940;
Q683C9	AT2G25880;
Q683D7	AT5G65080;
Q68KI4	AT5G27150;
Q6AWU6	AT2G43940;
Q6AWX6	AT2G34150;
Q6BDA0	AT5G04240;
Q6DBA5	AT4G15950;
Q6DBD7	AT5G46220;
Q6DBG8	AT2G35100;
Q6DBH0	AT5G01450;
Q6DBQ1	AT4G35390;
Q6DR03	AT2G33640;
Q6DSU1	AT1G13620;
Q6EJ98	AT4G37610;
Q6EVK6	AT2G46020;
Q6F6B5	AT1G75010;
Q6ID70	AT3G03773;
Q6ID76	AT2G04025;
Q6IDB0	AT4G28840;
Q6IDB6	AT1G48175;
Q6IMT1	AT1G58250;
Q6IWA9	AT1G69588;
Q6J9N8	AT5G65510;
Q6J9Q2	AT5G18560;
Q6JDV7	AT1G49980;
Q6NKN9	AT1G10120;
Q6NKR2	AT5G56610;
Q6NKS4	AT5G47110;
Q6NKX1	AT5G38710;
Q6NKX5	AT5G06310;
Q6NLA5	AT5G03080;
Q6NLH0	AT3G16980;
Q6NLQ6	AT3G57530;
Q6NLQ7	AT2G22450;
Q6NLQ8	AT5G57740;
Q6NLV4	AT5G13480;
Q6NLW5	AT5G48720;
Q6NM73	AT1G04520;
Q6NMD6	AT3G59900;
Q6NME7	AT1G56260;
Q6NNL3	AT3G02240;
Q6NNL9	AT5G11630;
Q6NPD7	AT4G25434;
Q6NPM8	AT4G39120;
Q6NPP4	AT5G64220;
Q6NPS8	AT3G02280;
Q6NQ88	AT5G58760;
Q6NQ99	AT4G31805;
Q6NQA8	AT1G14250;
Q6NQH4	AT1G02680;
Q6NQI8	AT1G13580;
Q6NQJ6	AT5G02250;
Q6NQK2	AT1G25580;
Q6NQL6	AT5G66450;
Q6NQN8	AT2G17740;
Q6PQQ3	AT5G57390;
Q6PUA2	AT3G19040;
Q6Q151	AT1G53720;
Q6Q152	AT4G33060;
Q6Q1P4	AT3G54670;
Q6Q4D0	AT3G18730;
Q6R032	AT5G02320;
Q6R053	AT5G17800;
Q6R0A6	AT1G79180;
Q6R0C4	AT1G17950;
Q6R0H1	AT1G01060;
Q6R2K1	AT1G78980;
Q6R2K3	AT4G03390;
Q6R8G6	AT4G25350;
Q6S591	AT1G68480;
Q6S5G3	AT5G20300;
Q6STH5	AT3G24430;
Q6TBX7	AT3G53130;
Q6USK2	AT5G51290;
Q6WWW4	AT4G38600;
Q6X5Y6	AT3G54320;
Q6X7J4	AT2G33880;
Q6X7J5	AT5G45980;
Q6X7J9	AT1G46480;
Q6XAT2	AT5G07180;
Q6XBF8	AT5G33340;
Q6XJG8	AT4G28470;
Q6XMI3	AT3G11480;
Q6ZY51	AT5G26570;
Q700C7	AT5G53210;
Q700D2	AT5G03150;
Q708Y0	AT5G25350;
Q70DU8	AT1G44170;
Q710E8	AT4G14700;
Q71DJ5	AT2G15230;
Q75QN6	AT5G23720;
Q766Z3	AT1G67500;
Q76E23	AT3G60240;
Q76FS5	AT1G17050;
Q7DM58	AT2G47800;
Q7DMA9	AT3G54010;
Q7FK82	AT3G45390;
Q7FRS8	AT4G33000;
Q7FZF1	AT4G01420;
Q7G191	AT1G04580;
Q7G192	AT3G43600;
Q7G193	AT5G20960;
Q7G1L2	AT1G43160;
Q7G8V2	AT1G74890;
Q7G9P4	AT2G27150;
Q7GB25	AT1G04120;
Q7PC88	AT2G29940;
Q7PCC6	AT2G17770;
Q7X6P3	AT3G45890;
Q7X6Y7	AT1G66170;
Q7X8C5	AT1G16130;
Q7X9I0	AT1G18750;
Q7X9V2	AT3G12810;
Q7X9V3	AT1G32070;
Q7XA66	AT1G49590;
Q7XA67	AT4G34840;
Q7XA73	AT4G14713;
Q7XA74	AT1G54030;
Q7XA86	AT3G51390;
Q7XJ60	AT3G47690;
Q7XJ98	AT2G20370;
Q7XJE6	AT1G02170;
Q7XJJ7	AT5G64440;
Q7XJM2	AT2G44990;
Q7XJR9	AT2G17890;
Q7XJT7	AT2G17090;
Q7XJU0	AT1G64625;
Q7XXN8	AT2G36985;
Q7XYY2	AT1G25540;
Q7XZF5	AT3G27670;
Q7XZP5	AT4G35970;
Q7XZU3	AT1G22620;
Q7Y1W1	AT5G01590;
Q7Y208	AT1G66970;
Q7Y211	AT3G57430;
Q7Y220	AT3G61680;
Q7Y232	AT2G15490;
Q84J37	AT5G48100;
Q84J75	AT5G12210;
Q84J95	AT3G02885;
Q84JA6	AT5G44030;
Q84JE8	AT3G14890;
Q84JF0	AT5G67520;
Q84JF5	AT4G20130;
Q84JG2	AT2G33610;
Q84JG5	AT1G17560;
Q84JH7	AT1G50170;
Q84JK2	AT4G35900;
Q84JL3	AT3G61790;
Q84JQ4	AT2G07040;
Q84JS6	AT1G23380;
Q84JU4	AT2G04550;
Q84JU6	AT2G39810;
Q84JW1	AT3G61070;
Q84JZ6	AT3G06790;
Q84K00	AT5G04410;
Q84K25	AT5G11980;
Q84K52	AT4G38000;
Q84KJ5	AT5G24850;
Q84L30	AT5G38470;
Q84L31	AT3G02540;
Q84L32	AT1G16190;
Q84L33	AT1G79650;
Q84LH3	AT4G13870;
Q84LH8	AT3G59060;
Q84LK0	AT3G24320;
Q84LM4	AT4G14570;
Q84M92	AT1G18450;
Q84M98	AT2G21800;
Q84MA2	AT1G34120;
Q84MA8	AT5G50300;
Q84MB2	AT4G32570;
Q84MB5	AT5G25752;
Q84MC2	AT5G11950;
Q84MC7	AT1G01360;
Q84MD8	AT4G21470;
Q84ME1	AT5G19080;
Q84MZ4	AT1G72050;
Q84N64	AT3G19720;
Q84ND9	AT3G20540;
Q84P21	AT1G20510;
Q84P23	AT5G63380;
Q84P24	AT4G19010;
Q84R11	AT3G17470;
Q84RQ9	AT1G05880;
Q84TE9	AT5G60200;
Q84TG3	AT2G35930;
Q84TH4	AT1G07350;
Q84TH5	AT1G71960;
Q84TH9	AT4G24020;
Q84TI3	AT3G63500;
Q84TI6	AT5G63610;
Q84TI7	AT4G10310;
Q84UU4	AT5G23960;
Q84V22	AT4G16700;
Q84VQ0	AT5G21150;
Q84VQ1	AT5G21170;
Q84VQ3	AT5G21326;
Q84VQ4	AT5G21430;
Q84VV6	AT4G16566;
Q84VW5	AT1G11760;
Q84VX4	AT1G77720;
Q84VZ1	AT1G79790;
Q84W41	AT3G51480;
Q84W55	AT1G65580;
Q84W56	AT5G63420;
Q84W65	AT4G26500;
Q84W66	AT5G47670;
Q84W92	AT3G06930;
Q84W98	AT3G24770;
Q84WB7	AT5G04500;
Q84WI0	AT3G58070;
Q84WK0	AT4G33880;
Q84WK4	AT4G22305;
Q84WM7	AT1G69940;
Q84WN3	AT4G15920;
Q84WU2	AT3G11910;
Q84WU6	AT1G77850;
Q84WV0	AT1G36370;
Q84WV4	AT4G01810;
Q84WV6	AT4G36290;
Q84WV9	AT4G25720;
Q84WW2	AT5G24400;
Q84WW3	AT5G15070;
Q84WW6	AT1G76710;
Q84XF3	AT3G61760;
Q84XU2	AT2G42810;
Q84XV2	AT2G34900;
Q84Y95	AT3G54900;
Q8GRX1	AT1G47600;
Q8GS60	AT1G04620;
Q8GS71	AT5G47820;
Q8GSA7	AT2G22300;
Q8GSJ6	AT1G75690;
Q8GTR4	AT5G04360;
Q8GTS1	AT3G51960;
Q8GTY0	AT5G60390;
Q8GUI6	AT4G20400;
Q8GUJ2	AT1G70690;
Q8GUK1	AT5G12290;
Q8GUK7	AT4G27470;
Q8GUM2	AT4G37910;
Q8GUM3	AT1G44100;
Q8GUN2	AT3G56490;
Q8GUN5	AT5G29000;
Q8GUP1	AT1G17760;
Q8GUP3	AT4G31880;
Q8GUQ8	AT4G34890;
Q8GUT5	AT2G06025;
Q8GV05	AT5G53200;
Q8GV50	AT4G29470;
Q8GW19	AT2G36305;
Q8GW29	AT5G06300;
Q8GW31	AT5G13570;
Q8GW43	AT5G04620;
Q8GW44	AT3G63480;
Q8GW46	AT2G26580;
Q8GW48	AT4G15802;
Q8GW78	AT4G12060;
Q8GWA1	AT1G07180;
Q8GWA2	AT2G26840;
Q8GWA7	AT1G20830;
Q8GWB7	AT5G18480;
Q8GWD2	AT2G46450;
Q8GWE0	AT4G16390;
Q8GWE6	AT2G19560;
Q8GWG0	AT5G60620;
Q8GWH3	AT5G35080;
Q8GWJ7	AT4G23270;
Q8GWK7	AT1G73830;
Q8GWS0	AT4G28730;
Q8GWT1	AT5G15470;
Q8GWT4	AT4G31120;
Q8GWW4	AT4G33330;
Q8GWW6	AT2G45040;
Q8GWW7	AT5G08170;
Q8GWW8	AT5G48030;
